dataset,index,name,preset_name,n,anf_terms,method,selected_k,T,CNOT,depth,gates,explicit_ancilla,peak_ancilla,n_qubits,score,correct,time_s,abc_lut_nodes,abc_lut_max_fanin,abc_script,source_manifest,skipped,error,abc_binary
n14,0,anf_n14_0,anf_n14_0,14,11,external_ros_lut_k3,3,928,1739,1787,859,47,48,62,1128.955,True,0.8120911121368408,47,3,strash; if -K 3,benchmark_exports/highdim_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
traditional,68,truth_n4_51,truth_n4_51,4,4,external_ros_lut_k5,5,40,69,69,29,1,2,6,48.084999999999994,True,0.3577589988708496,1,4,strash; if -K 5,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
traditional,69,truth_n4_52,truth_n4_52,4,10,external_ros_lut_k3,3,120,219,227,107,6,7,11,147.23499999999999,True,0.341724157333374,6,3,strash; if -K 3,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
traditional,69,truth_n4_52,truth_n4_52,4,10,external_ros_lut_k4,4,56,105,105,49,1,2,6,66.26500000000001,True,0.3453350067138672,1,4,strash; if -K 4,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
traditional,69,truth_n4_52,truth_n4_52,4,10,external_ros_lut_k5,5,56,105,105,49,1,2,6,66.26500000000001,True,0.3096158504486084,1,4,strash; if -K 5,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
traditional,70,truth_n4_53,truth_n4_53,4,10,external_ros_lut_k3,3,96,171,175,79,3,4,8,114.25500000000001,True,0.3091878890991211,3,3,strash; if -K 3,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
traditional,70,truth_n4_53,truth_n4_53,4,10,external_ros_lut_k4,4,96,165,165,69,1,3,6,111.76499999999999,True,0.23924612998962402,1,4,strash; if -K 4,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
traditional,70,truth_n4_53,truth_n4_53,4,10,external_ros_lut_k5,5,96,165,165,69,1,3,6,111.76499999999999,True,0.22704482078552246,1,4,strash; if -K 5,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
traditional,71,truth_n4_54,truth_n4_54,4,8,external_ros_lut_k3,3,80,151,155,75,4,5,9,99.11500000000001,True,0.27234721183776855,4,3,strash; if -K 3,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
traditional,71,truth_n4_54,truth_n4_54,4,8,external_ros_lut_k4,4,80,137,137,57,1,3,6,94.10499999999999,True,0.2121269702911377,1,4,strash; if -K 4,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
traditional,71,truth_n4_54,truth_n4_54,4,8,external_ros_lut_k5,5,80,137,137,57,1,3,6,94.10499999999999,True,0.2929069995880127,1,4,strash; if -K 5,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
traditional,72,truth_n4_55,truth_n4_55,4,8,external_ros_lut_k3,3,136,245,255,119,6,7,11,164.815,True,0.33229875564575195,6,3,strash; if -K 3,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
traditional,72,truth_n4_55,truth_n4_55,4,8,external_ros_lut_k4,4,72,125,125,53,1,2,6,83.405,True,0.21035408973693848,1,4,strash; if -K 4,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
traditional,72,truth_n4_55,truth_n4_55,4,8,external_ros_lut_k5,5,72,125,125,53,1,2,6,83.405,True,0.3566713333129883,1,4,strash; if -K 5,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
traditional,73,truth_n4_56,truth_n4_56,4,7,external_ros_lut_k3,3,48,89,91,43,3,4,8,61.355000000000004,True,0.26243090629577637,3,3,strash; if -K 3,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
traditional,73,truth_n4_56,truth_n4_56,4,7,external_ros_lut_k4,4,40,73,75,35,1,2,6,48.395,True,0.29892420768737793,1,4,strash; if -K 4,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
traditional,73,truth_n4_56,truth_n4_56,4,7,external_ros_lut_k5,5,40,73,75,35,1,2,6,48.395,True,0.2603309154510498,1,4,strash; if -K 5,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
traditional,74,truth_n4_57,truth_n4_57,4,8,external_ros_lut_k3,3,64,127,129,65,4,5,9,81.665,True,0.2902858257293701,4,3,strash; if -K 3,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
traditional,74,truth_n4_57,truth_n4_57,4,8,external_ros_lut_k4,4,40,75,77,37,1,2,6,48.525,True,0.3113362789154053,1,4,strash; if -K 4,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
traditional,74,truth_n4_57,truth_n4_57,4,8,external_ros_lut_k5,5,40,75,77,37,1,2,6,48.525,True,0.3213467597961426,1,4,strash; if -K 5,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
traditional,75,truth_n4_58,truth_n4_58,4,9,external_ros_lut_k3,3,128,243,249,121,7,8,12,158.66500000000002,True,0.31446123123168945,7,3,strash; if -K 3,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
traditional,75,truth_n4_58,truth_n4_58,4,9,external_ros_lut_k4,4,64,113,115,51,1,2,6,74.755,True,0.3624148368835449,1,4,strash; if -K 4,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
traditional,75,truth_n4_58,truth_n4_58,4,9,external_ros_lut_k5,5,64,113,115,51,1,2,6,74.755,True,0.3606889247894287,1,4,strash; if -K 5,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
traditional,76,truth_n4_59,truth_n4_59,4,8,external_ros_lut_k3,3,72,129,131,59,3,4,8,87.715,True,0.3327469825744629,3,3,strash; if -K 3,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
traditional,76,truth_n4_59,truth_n4_59,4,8,external_ros_lut_k4,4,88,147,149,61,1,3,6,102.725,True,0.3723328113555908,1,4,strash; if -K 4,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
traditional,76,truth_n4_59,truth_n4_59,4,8,external_ros_lut_k5,5,88,147,149,61,1,3,6,102.725,True,0.3396170139312744,1,4,strash; if -K 5,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
traditional,23,truth_n4_6,truth_n4_6,4,8,external_ros_lut_k3,3,112,201,205,93,4,5,9,134.04500000000002,True,0.05300188064575195,4,3,strash; if -K 3,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
traditional,23,truth_n4_6,truth_n4_6,4,8,external_ros_lut_k4,4,64,113,113,49,1,2,6,74.70499999999998,True,0.052822113037109375,1,4,strash; if -K 4,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
traditional,23,truth_n4_6,truth_n4_6,4,8,external_ros_lut_k5,5,64,113,113,49,1,2,6,74.70499999999998,True,0.0529179573059082,1,4,strash; if -K 5,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
traditional,77,truth_n4_60,truth_n4_60,4,9,external_ros_lut_k3,3,80,145,149,69,3,4,8,96.725,True,0.5208289623260498,3,3,strash; if -K 3,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
traditional,77,truth_n4_60,truth_n4_60,4,9,external_ros_lut_k4,4,88,149,151,63,1,3,6,102.85499999999999,True,0.5210490226745605,1,4,strash; if -K 4,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
traditional,77,truth_n4_60,truth_n4_60,4,9,external_ros_lut_k5,5,88,149,151,63,1,3,6,102.85499999999999,True,0.30475330352783203,1,4,strash; if -K 5,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
traditional,78,truth_n4_61,truth_n4_61,4,8,external_ros_lut_k3,3,96,171,175,79,4,5,9,116.25500000000001,True,0.32122206687927246,4,3,strash; if -K 3,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
traditional,78,truth_n4_61,truth_n4_61,4,8,external_ros_lut_k4,4,80,135,137,57,1,2,6,92.025,True,0.29423999786376953,1,4,strash; if -K 4,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
traditional,78,truth_n4_61,truth_n4_61,4,8,external_ros_lut_k5,5,80,135,137,57,1,2,6,92.025,True,0.30960988998413086,1,4,strash; if -K 5,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
traditional,79,truth_n4_62,truth_n4_62,4,7,external_ros_lut_k3,3,64,115,119,55,3,4,8,78.93499999999999,True,0.258134126663208,3,3,strash; if -K 3,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
traditional,79,truth_n4_62,truth_n4_62,4,7,external_ros_lut_k4,4,56,97,99,43,1,3,6,67.795,True,0.22318601608276367,1,4,strash; if -K 4,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
traditional,79,truth_n4_62,truth_n4_62,4,7,external_ros_lut_k5,5,56,97,99,43,1,3,6,67.795,True,0.21386122703552246,1,4,strash; if -K 5,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
traditional,80,truth_n4_63,truth_n4_63,4,8,external_ros_lut_k3,3,120,215,219,99,6,7,11,146.875,True,0.2075817584991455,6,3,strash; if -K 3,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
traditional,80,truth_n4_63,truth_n4_63,4,8,external_ros_lut_k4,4,56,101,101,45,1,3,6,68.005,True,0.23629379272460938,1,4,strash; if -K 4,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
traditional,80,truth_n4_63,truth_n4_63,4,8,external_ros_lut_k5,5,56,101,101,45,1,3,6,68.005,True,0.2506752014160156,1,4,strash; if -K 5,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
traditional,24,truth_n4_7,truth_n4_7,4,8,external_ros_lut_k3,3,80,143,147,67,3,4,8,96.595,True,0.05672597885131836,3,3,strash; if -K 3,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
traditional,24,truth_n4_7,truth_n4_7,4,8,external_ros_lut_k4,4,80,137,137,57,1,3,6,94.10499999999999,True,0.057135820388793945,1,4,strash; if -K 4,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
traditional,24,truth_n4_7,truth_n4_7,4,8,external_ros_lut_k5,5,80,137,137,57,1,3,6,94.10499999999999,True,0.058548927307128906,1,4,strash; if -K 5,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
traditional,25,truth_n4_8,truth_n4_8,4,11,external_ros_lut_k3,3,136,253,257,121,7,8,12,167.185,True,0.057496070861816406,7,3,strash; if -K 3,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
traditional,25,truth_n4_8,truth_n4_8,4,11,external_ros_lut_k4,4,72,129,131,59,1,2,6,83.715,True,0.05580902099609375,1,4,strash; if -K 4,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
traditional,25,truth_n4_8,truth_n4_8,4,11,external_ros_lut_k5,5,72,129,131,59,1,2,6,83.715,True,0.05543398857116699,1,4,strash; if -K 5,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
traditional,26,truth_n4_9,truth_n4_9,4,10,external_ros_lut_k3,3,120,223,231,111,6,7,11,147.495,True,0.055606842041015625,6,3,strash; if -K 3,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
traditional,26,truth_n4_9,truth_n4_9,4,10,external_ros_lut_k4,4,80,139,141,61,1,2,6,92.285,True,0.05444598197937012,1,4,strash; if -K 4,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
traditional,26,truth_n4_9,truth_n4_9,4,10,external_ros_lut_k5,5,80,139,141,61,1,2,6,92.285,True,0.059597015380859375,1,4,strash; if -K 5,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
traditional,7,majority_n5,majority_n5,5,15,external_ros_lut_k3,3,224,407,419,195,11,12,17,272.515,True,0.042587995529174805,11,3,strash; if -K 3,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
traditional,7,majority_n5,majority_n5,5,15,external_ros_lut_k4,4,224,373,379,155,3,5,9,256.155,True,0.04054093360900879,3,4,strash; if -K 4,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
traditional,7,majority_n5,majority_n5,5,15,external_ros_lut_k5,5,280,451,451,171,1,3,7,312.515,True,0.040405988693237305,1,5,strash; if -K 5,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
traditional,6,parity_n5,parity_n5,5,5,external_ros_lut_k3,3,40,97,101,61,5,5,11,56.005,True,0.04151582717895508,5,3,strash; if -K 3,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
traditional,6,parity_n5,parity_n5,5,5,external_ros_lut_k4,4,32,71,75,43,3,3,9,42.395,True,0.04196619987487793,3,4,strash; if -K 4,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
traditional,6,parity_n5,parity_n5,5,5,external_ros_lut_k5,5,0,11,11,11,1,1,7,2.715,True,0.04192614555358887,1,5,strash; if -K 5,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
traditional,8,threshold2_n5,threshold2_n5,5,15,external_ros_lut_k3,3,176,321,331,155,8,9,14,213.35500000000002,True,0.04310774803161621,8,3,strash; if -K 3,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
traditional,8,threshold2_n5,threshold2_n5,5,15,external_ros_lut_k4,4,160,277,283,123,3,5,9,186.555,True,0.04628801345825195,3,4,strash; if -K 4,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
traditional,8,threshold2_n5,threshold2_n5,5,15,external_ros_lut_k5,5,200,331,331,131,1,3,7,225.51500000000001,True,0.04590797424316406,1,5,strash; if -K 5,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
traditional,81,truth_n5_0,truth_n5_0,5,15,external_ros_lut_k3,3,160,293,299,139,7,8,13,193.59499999999997,True,0.23352575302124023,7,3,strash; if -K 3,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
traditional,81,truth_n5_0,truth_n5_0,5,15,external_ros_lut_k4,4,160,279,283,123,3,5,9,186.635,True,0.23382306098937988,3,4,strash; if -K 4,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
traditional,81,truth_n5_0,truth_n5_0,5,15,external_ros_lut_k5,5,144,245,247,103,1,3,7,164.53500000000003,True,0.30002808570861816,1,5,strash; if -K 5,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
traditional,82,truth_n5_1,truth_n5_1,5,12,external_ros_lut_k3,3,200,355,363,163,8,9,14,239.27499999999998,True,0.20261406898498535,8,3,strash; if -K 3,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
traditional,82,truth_n5_1,truth_n5_1,5,12,external_ros_lut_k4,4,192,327,333,141,3,5,9,221.485,True,0.15072274208068848,3,4,strash; if -K 4,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
traditional,82,truth_n5_1,truth_n5_1,5,12,external_ros_lut_k5,5,168,277,277,109,1,4,7,192.32500000000002,True,0.18102192878723145,1,5,strash; if -K 5,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
traditional,91,truth_n5_10,truth_n5_10,5,15,external_ros_lut_k3,3,304,557,571,267,13,14,19,365.515,True,0.40125584602355957,13,3,strash; if -K 3,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
traditional,91,truth_n5_10,truth_n5_10,5,15,external_ros_lut_k4,4,256,441,449,193,4,6,10,294.305,True,0.2828350067138672,4,4,strash; if -K 4,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
traditional,91,truth_n5_10,truth_n5_10,5,15,external_ros_lut_k5,5,152,259,259,107,1,3,7,173.315,True,0.39675211906433105,1,5,strash; if -K 5,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
traditional,92,truth_n5_11,truth_n5_11,5,15,external_ros_lut_k3,3,176,329,337,161,10,11,16,217.82500000000002,True,0.29788875579833984,10,3,strash; if -K 3,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
traditional,92,truth_n5_11,truth_n5_11,5,15,external_ros_lut_k4,4,232,401,407,175,4,6,10,267.895,True,0.34954309463500977,4,4,strash; if -K 4,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
traditional,92,truth_n5_11,truth_n5_11,5,15,external_ros_lut_k5,5,168,281,283,115,1,3,7,190.63500000000002,True,0.4990358352661133,1,5,strash; if -K 5,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
traditional,93,truth_n5_12,truth_n5_12,5,19,external_ros_lut_k3,3,168,309,319,151,8,9,14,204.655,True,0.21283817291259766,8,3,strash; if -K 3,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
traditional,93,truth_n5_12,truth_n5_12,5,19,external_ros_lut_k4,4,160,281,285,125,3,5,9,186.76500000000001,True,0.43281984329223633,3,4,strash; if -K 4,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
traditional,93,truth_n5_12,truth_n5_12,5,19,external_ros_lut_k5,5,200,337,339,139,1,4,7,227.95499999999998,True,0.5160341262817383,1,5,strash; if -K 5,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
traditional,94,truth_n5_13,truth_n5_13,5,12,external_ros_lut_k3,3,248,437,445,197,8,9,14,292.12500000000006,True,0.6615350246429443,8,3,strash; if -K 3,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
traditional,94,truth_n5_13,truth_n5_13,5,12,external_ros_lut_k4,4,264,443,447,183,5,7,11,304.255,True,0.6830604076385498,5,4,strash; if -K 4,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
traditional,94,truth_n5_13,truth_n5_13,5,12,external_ros_lut_k5,5,200,325,325,125,1,3,7,225.125,True,0.4444160461425781,1,5,strash; if -K 5,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
traditional,95,truth_n5_14,truth_n5_14,5,13,external_ros_lut_k3,3,224,427,441,217,12,13,18,275.865,True,0.3880131244659424,12,3,strash; if -K 3,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
traditional,95,truth_n5_14,truth_n5_14,5,13,external_ros_lut_k4,4,240,443,451,211,8,10,14,286.595,True,0.6287379264831543,8,4,strash; if -K 4,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
traditional,95,truth_n5_14,truth_n5_14,5,13,external_ros_lut_k5,5,176,289,291,115,1,3,7,199.07500000000002,True,0.47367310523986816,1,5,strash; if -K 5,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
traditional,96,truth_n5_15,truth_n5_15,5,12,external_ros_lut_k3,3,248,453,465,217,11,12,17,299.26500000000004,True,0.49549293518066406,11,3,strash; if -K 3,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
traditional,96,truth_n5_15,truth_n5_15,5,12,external_ros_lut_k4,4,184,321,327,143,5,6,11,215.175,True,0.35953593254089355,5,4,strash; if -K 4,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
traditional,96,truth_n5_15,truth_n5_15,5,12,external_ros_lut_k5,5,144,241,241,97,1,4,7,166.225,True,0.33946704864501953,1,5,strash; if -K 5,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
traditional,97,truth_n5_16,truth_n5_16,5,17,external_ros_lut_k3,3,296,519,527,231,12,13,18,352.97499999999997,True,0.4733402729034424,12,3,strash; if -K 3,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
traditional,97,truth_n5_16,truth_n5_16,5,17,external_ros_lut_k4,4,264,441,447,183,5,7,11,304.17499999999995,True,0.2709619998931885,5,4,strash; if -K 4,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
